CustomerId,Customer_Surname,Age,Balance,Bank DOJ,Category,CreditScore,EstimatedSalary,ExitCategory,GenderCategory,GeographyLocation,NumOfProducts,Tenure
15713379,Anderson,26,0,2016-01-20 00:00:00,credit card holder,669,197594.34,Retain,Male,France,2,7
15763806,Astorga,41,0,2016-01-20 00:00:00,credit card holder,773,24924.92,Retain,Male,France,2,7
15720371,McLean,51,0,2016-01-20 00:00:00,credit card holder,652,173989.47,Exit,Female,France,1,7
15792986,T'ao,24,133811.78,2016-01-20 00:00:00,credit card holder,580,17185.95,Exit,Male,Germany,1,7
15695499,Chinwemma,45,103821.47,2016-01-21 00:00:00,non credit card holder,510,77878.62,Retain,Female,France,2,7
15765258,Bochsa,29,0,2016-01-23 00:00:00,credit card holder,776,143301.49,Retain,Female,France,2,7
15746995,Greco,31,138166.3,2016-01-25 00:00:00,credit card holder,724,12920.43,Retain,Male,Germany,1,7
15663194,Voronova,40,110150.43,2016-01-25 00:00:00,credit card holder,582,191757.65,Exit,Female,Germany,1,7
15582951,Crawford,25,126442.59,2016-01-26 00:00:00,credit card holder,696,121904.44,Retain,Female,France,1,7
15566111,Estes,39,0,2016-01-26 00:00:00,credit card holder,596,48963.59,Retain,Male,France,1,7
15703979,Evans,39,119688.81,2016-01-26 00:00:00,credit card holder,580,137041.26,Retain,Male,Germany,1,7
15724851,Farmer,31,111589.67,2016-01-26 00:00:00,credit card holder,507,150037.19,Retain,Male,Germany,1,7
15793046,Holden,35,90413.12,2016-01-26 00:00:00,credit card holder,619,20555.21,Retain,Female,France,1,7
15651581,Lavrentyev,68,112595.85,2016-01-26 00:00:00,credit card holder,758,35865.44,Exit,Male,Germany,1,7
15730868,Marshall,41,0,2016-01-26 00:00:00,credit card holder,747,22750.17,Retain,Male,France,2,7
15601351,Moroney,43,127806.91,2016-01-26 00:00:00,credit card holder,735,73069.59,Retain,Male,France,1,7
15686999,Nicholas,40,0,2016-01-26 00:00:00,credit card holder,556,62112.7,Retain,Female,France,2,7
15736287,Piccio,33,0,2016-01-26 00:00:00,credit card holder,586,6975.02,Retain,Male,France,1,7
15764343,T'ien,46,155681.72,2016-01-26 00:00:00,credit card holder,688,26287.21,Retain,Female,Spain,1,7
15569452,Butler,58,116353.2,2016-01-26 00:00:00,non credit card holder,652,193502.9,Retain,Female,Germany,2,7
15770974,Nwabugwu,37,170840.08,2016-01-26 00:00:00,non credit card holder,741,109843.16,Retain,Female,Germany,2,7
15668248,Quinn,62,133201.17,2016-01-26 00:00:00,non credit card holder,528,168507.68,Exit,Female,Germany,1,7
15640442,Standish,31,129722.57,2016-01-26 00:00:00,non credit card holder,717,41176.6,Retain,Male,France,1,7
15575486,Okoli,27,0,2016-01-27 00:00:00,credit card holder,529,37769.98,Retain,Female,France,2,7
15695174,Chang,29,132954.64,2016-01-28 00:00:00,credit card holder,654,146715.07,Retain,Male,France,1,7
15734161,Nnonso,43,0,2016-01-29 00:00:00,credit card holder,636,43128.95,Retain,Male,France,2,7
15811389,Padovano,35,171982.95,2016-01-29 00:00:00,non credit card holder,724,167313.07,Retain,Female,Germany,2,7
15791304,Ch'ang,25,165413.43,2016-01-31 00:00:00,credit card holder,604,35279.74,Retain,Male,Germany,1,7
15745232,Chikelu,39,0,2016-01-31 00:00:00,credit card holder,759,140497.67,Retain,Female,France,2,7
15642098,Cox,36,108960,2016-01-31 00:00:00,credit card holder,622,111180.3,Exit,Female,Spain,2,7
15595071,Ramos,22,149777,2016-01-31 00:00:00,credit card holder,696,198032.93,Retain,Male,France,1,7
15755649,Winter-Irving,47,130538.77,2016-01-31 00:00:00,credit card holder,584,92915.84,Retain,Male,Germany,1,7
15570990,Begley,30,145222.99,2016-01-31 00:00:00,non credit card holder,520,145160.96,Retain,Female,Spain,2,7
15773709,Hung,35,0,2016-01-31 00:00:00,non credit card holder,838,197305.91,Retain,Male,Spain,2,7
15687310,Humphries,39,0,2016-02-02 00:00:00,credit card holder,783,143752.77,Retain,Male,Spain,2,7
15772996,Rooke,40,152092.44,2016-02-02 00:00:00,credit card holder,594,83508.93,Retain,Male,Germany,2,7
15628530,Booth,42,156864.2,2016-02-02 00:00:00,non credit card holder,694,88890.75,Retain,Male,France,2,7
15675320,Leonard,40,93499.82,2016-02-02 00:00:00,non credit card holder,758,123218.81,Retain,Female,Spain,2,7
15662291,Davidson,55,116973.26,2016-02-03 00:00:00,credit card holder,534,122066.5,Exit,Female,France,3,7
15728480,Iloerika,35,0,2016-02-03 00:00:00,credit card holder,452,149614.81,Retain,Female,France,2,7
15586931,Hunter,39,0,2016-02-04 00:00:00,credit card holder,694,95625.03,Retain,Male,Spain,1,7
15644896,Thompson,32,108586.86,2016-02-04 00:00:00,credit card holder,663,182355.21,Retain,Male,Germany,1,7
15737275,Conti,39,113096.41,2016-02-06 00:00:00,credit card holder,649,60335.24,Retain,Male,France,1,7
15800524,Nnanna,29,185379.02,2016-02-06 00:00:00,credit card holder,686,64679.07,Retain,Male,Germany,1,7
15737571,Matveyev,28,84121.04,2016-02-06 00:00:00,non credit card holder,540,80698.54,Retain,Female,Spain,1,7
15608804,Allan,49,133231.48,2016-02-08 00:00:00,credit card holder,824,67885.37,Retain,Male,Germany,1,7
15712409,Tang,66,182532.23,2016-02-08 00:00:00,credit card holder,749,195429.92,Retain,Male,Germany,2,7
15583033,Huguley,20,0,2016-02-08 00:00:00,non credit card holder,640,78310.82,Retain,Female,France,2,7
15757933,Hardy,30,102452.71,2016-02-09 00:00:00,credit card holder,733,21556.95,Retain,Female,Germany,1,7
15764195,Newsom,39,111900.14,2016-02-09 00:00:00,credit card holder,519,97577.17,Retain,Male,Spain,1,7
15723373,Page,34,117451.47,2016-02-09 00:00:00,credit card holder,643,65374.86,Retain,Female,Spain,1,7
15683657,Stephenson,31,79340.95,2016-02-09 00:00:00,credit card holder,594,78255.86,Retain,Female,France,1,7
15610765,Onwumelu,29,0,2016-02-09 00:00:00,non credit card holder,559,155639.76,Retain,Male,France,2,7
15621466,Waters,38,99897.53,2016-02-09 00:00:00,non credit card holder,606,37054.65,Retain,Male,Germany,1,7
15792565,Duncan,46,0,2016-02-10 00:00:00,credit card holder,745,67769.94,Retain,Female,France,2,7
15574554,Pugh,66,103291.25,2016-02-10 00:00:00,credit card holder,537,130664.79,Retain,Male,Germany,2,7
15801395,Warren,33,135120.72,2016-02-12 00:00:00,non credit card holder,790,195204.99,Retain,Female,France,1,7
15773277,Barnes,35,106836.67,2016-02-15 00:00:00,credit card holder,676,84199.78,Retain,Male,France,2,7
15581440,Christie,48,110463.25,2016-02-15 00:00:00,credit card holder,724,80552.11,Exit,Female,Germany,2,7
15742668,Day,37,108269.37,2016-02-15 00:00:00,credit card holder,626,5597.94,Retain,Female,Spain,1,7
15698528,Napolitani,31,0,2016-02-15 00:00:00,credit card holder,599,130086.47,Exit,Female,Spain,1,7
15718245,Pirozzi,34,0,2016-02-15 00:00:00,credit card holder,730,126592.01,Retain,Male,France,2,7
15573798,Yermolayev,36,83947.12,2016-02-15 00:00:00,credit card holder,448,81999.53,Retain,Female,France,2,7
15693893,Davis,59,122471.09,2016-02-15 00:00:00,non credit card holder,684,15807.07,Retain,Male,Germany,1,7
15643824,Johnston,33,132255.99,2016-02-15 00:00:00,non credit card holder,637,74588.41,Retain,Male,France,2,7
15742116,Torres,48,116711.06,2016-02-15 00:00:00,non credit card holder,671,76373.38,Retain,Female,Germany,2,7
15658195,Efremova,34,118838.75,2016-02-18 00:00:00,credit card holder,653,52820.13,Retain,Male,France,1,7
15624388,Henderson,50,155393.32,2016-02-18 00:00:00,credit card holder,649,87351.42,Exit,Female,Germany,1,7
15579166,Munro,30,70729.17,2016-02-18 00:00:00,credit card holder,619,160948.87,Retain,Female,France,1,7
15716728,Basedow,42,0,2016-02-18 00:00:00,non credit card holder,513,73151.25,Retain,Female,Spain,2,7
15798709,Gill,32,109109.33,2016-02-18 00:00:00,non credit card holder,588,4993.94,Retain,Male,Spain,1,7
15638610,Kennedy,65,117325.54,2016-02-19 00:00:00,credit card holder,635,155799.86,Exit,Female,Germany,1,7
15571571,Ting,31,127331.46,2016-02-19 00:00:00,credit card holder,680,176433.6,Retain,Female,Germany,3,7
15696175,Echezonachukwu,35,90602.42,2016-02-21 00:00:00,credit card holder,602,51695.41,Retain,Male,Germany,2,7
15783025,Piazza,37,94661.53,2016-02-21 00:00:00,credit card holder,723,121239.65,Retain,Male,Germany,2,7
15750014,Chikere,37,113865.23,2016-02-24 00:00:00,credit card holder,755,117396.25,Retain,Female,Germany,2,7
15596165,Degtyarev,25,98141.57,2016-02-24 00:00:00,credit card holder,547,52309.8,Retain,Male,Germany,2,7
15740223,Walton,51,107714.74,2016-02-24 00:00:00,credit card holder,479,86128.21,Exit,Male,Germany,3,7
15798532,Crawford,32,120879.73,2016-02-24 00:00:00,non credit card holder,810,78896.59,Retain,Male,France,2,7
15800806,Pai,31,122449.31,2016-02-25 00:00:00,credit card holder,685,180769.55,Retain,Male,Spain,2,7
15764448,Mackenzie,35,144037.6,2016-02-26 00:00:00,credit card holder,837,145325.32,Retain,Male,Germany,1,7
15681509,McKay,28,0,2016-02-26 00:00:00,non credit card holder,679,61761.77,Retain,Female,Spain,2,7
15778838,Warren,38,114135.17,2016-02-27 00:00:00,credit card holder,783,153269.98,Retain,Male,France,1,7
15583026,Welch,38,135919.33,2016-02-27 00:00:00,credit card holder,535,80425.65,Retain,Female,France,1,7
15636592,Iroawuchi,35,181821.96,2016-03-02 00:00:00,non credit card holder,651,36923.67,Exit,Male,France,2,7
15725945,Nweke,42,0,2016-03-02 00:00:00,non credit card holder,659,162734.31,Exit,Female,Spain,1,7
15671014,Zhdanova,72,98765.84,2016-03-03 00:00:00,credit card holder,573,96015.53,Retain,Female,Spain,1,7
15708048,Burn,34,124379.14,2016-03-04 00:00:00,credit card holder,631,106892.91,Retain,Female,France,1,7
15803682,Angelo,37,117791.06,2016-03-05 00:00:00,credit card holder,651,75837.58,Retain,Female,Germany,2,7
15780215,Berry,31,0,2016-03-05 00:00:00,credit card holder,636,2382.61,Retain,Male,France,2,7
15676513,Burns,35,71553.83,2016-03-05 00:00:00,credit card holder,601,177384.45,Retain,Male,Germany,1,7
15751158,Mashman,42,108825.34,2016-03-05 00:00:00,credit card holder,571,55558.51,Exit,Female,France,3,7
15803764,Stanley,28,0,2016-03-05 00:00:00,credit card holder,561,7797.01,Retain,Male,France,2,7
15637891,Docherty,43,140681.68,2016-03-05 00:00:00,non credit card holder,613,20134.07,Retain,Female,Germany,1,7
15729582,Fu,48,80697.44,2016-03-05 00:00:00,non credit card holder,676,101397.86,Retain,Male,Germany,1,7
15688880,Amechi,40,102980.44,2016-03-06 00:00:00,credit card holder,672,1285.81,Exit,Male,Germany,1,7
15621815,Obiajulu,40,165526.71,2016-03-06 00:00:00,credit card holder,803,12328.08,Retain,Female,France,1,7
15587013,Tien,31,102575.04,2016-03-06 00:00:00,credit card holder,653,11043.54,Retain,Female,France,1,7
15769902,Christie,33,0,2016-03-07 00:00:00,credit card holder,679,98015.85,Retain,Female,France,2,7
15733119,Mistry,35,0,2016-03-07 00:00:00,credit card holder,718,94820.85,Retain,Male,France,2,7
15806837,Nnaife,37,0,2016-03-07 00:00:00,credit card holder,669,132540.33,Retain,Male,France,1,7
15657778,Jefferson,33,84309.57,2016-03-07 00:00:00,non credit card holder,657,103914.4,Retain,Male,France,2,7
15749177,Maslow,52,0,2016-03-07 00:00:00,non credit card holder,730,122398.84,Retain,Female,Spain,2,7
15570508,Azubuike,49,90218.9,2016-03-08 00:00:00,credit card holder,600,91347.76,Retain,Male,France,1,7
15799631,Chase,36,0,2016-03-08 00:00:00,credit card holder,585,180318.6,Retain,Male,Spain,2,7
15592707,Dolgorukova,64,175754.87,2016-03-08 00:00:00,credit card holder,531,60721.4,Retain,Female,Germany,2,7
15616280,Hsia,46,65733.41,2016-03-08 00:00:00,credit card holder,536,61094.53,Retain,Male,France,1,7
15632069,Kazantsev,39,125211.55,2016-03-08 00:00:00,credit card holder,776,144496.07,Retain,Male,France,2,7
15726310,Mordvinova,27,0,2016-03-08 00:00:00,credit card holder,782,143614.01,Retain,Female,Spain,2,7
15699225,Pirozzi,46,0,2016-03-08 00:00:00,credit card holder,757,37460.05,Retain,Male,France,2,7
15641043,Scott,35,0,2016-03-08 00:00:00,credit card holder,648,78436.36,Retain,Male,Spain,2,7
15759690,Smith,42,0,2016-03-08 00:00:00,credit card holder,751,81442.6,Retain,Male,France,2,7
15714397,Trentino,30,101014.08,2016-03-08 00:00:00,credit card holder,621,165257.31,Retain,Female,Germany,2,7
15673747,Ayers,22,0,2016-03-08 00:00:00,non credit card holder,519,167553.06,Retain,Female,France,1,7
15795640,Mai,35,132371.3,2016-03-08 00:00:00,non credit card holder,683,186123.57,Retain,Female,Germany,2,7
15799128,Matthews,38,102406.76,2016-03-08 00:00:00,non credit card holder,608,57600.66,Retain,Female,Spain,1,7
15750638,Obiajulu,33,116765.7,2016-03-08 00:00:00,non credit card holder,705,190659.17,Exit,Female,Germany,1,7
15704819,Ositadimma,39,92126.26,2016-03-08 00:00:00,non credit card holder,734,112973.34,Retain,Female,Spain,2,7
15728078,Yeh,26,126392.18,2016-03-08 00:00:00,non credit card holder,609,43651.49,Retain,Male,France,1,7
15602043,Buccho,46,141788.63,2016-03-09 00:00:00,non credit card holder,770,164967.21,Retain,Female,Germany,2,7
15603665,Colombo,39,122501.28,2016-03-11 00:00:00,credit card holder,638,95007.8,Retain,Female,Germany,2,7
15650098,Baranova,40,0,2016-03-12 00:00:00,credit card holder,630,34453.17,Retain,Female,France,2,7
15763108,Davis,53,106261.63,2016-03-12 00:00:00,credit card holder,600,93629.66,Exit,Male,Germany,1,7
15631310,Hsieh,53,0,2016-03-12 00:00:00,credit card holder,537,91406.62,Retain,Female,France,1,7
15704954,Suffolk,37,120764.08,2016-03-12 00:00:00,credit card holder,431,117023.08,Retain,Male,France,1,7
15672499,Iadanza,34,134692.4,2016-03-13 00:00:00,credit card holder,635,83773.02,Retain,Male,France,2,7
15805955,L?,48,138333.03,2016-03-13 00:00:00,credit card holder,638,47679.14,Retain,Female,France,1,7
15694879,Reeves,23,0,2016-03-13 00:00:00,credit card holder,590,196789.9,Retain,Female,Spain,2,7
15781451,Buccho,42,134936.97,2016-03-13 00:00:00,non credit card holder,504,135178.91,Retain,Male,France,2,7
15640418,Omeokachie,41,115897.73,2016-03-14 00:00:00,credit card holder,649,143544.48,Retain,Female,Germany,1,7
15738907,Tobenna,60,96956.1,2016-03-14 00:00:00,credit card holder,798,31907.44,Exit,Female,France,1,7
15679963,Moretti,43,96353.8,2016-03-15 00:00:00,non credit card holder,737,10209.8,Retain,Male,Germany,1,7
15697546,McIntyre,36,0,2016-03-16 00:00:00,credit card holder,570,92118.75,Retain,Female,France,2,7
15686957,Piccio,35,158584.28,2016-03-16 00:00:00,credit card holder,553,43640.16,Retain,Male,Germany,2,7
15760427,Cameron,40,124788.18,2016-03-17 00:00:00,credit card holder,850,65612.12,Retain,Male,France,1,7
15720123,Hudson,37,0,2016-03-17 00:00:00,credit card holder,554,166177.3,Retain,Male,Spain,2,7
15711901,Iheatu,45,109162.82,2016-03-17 00:00:00,credit card holder,500,126145.08,Retain,Male,France,1,7
15692750,McGregor,45,129818.39,2016-03-17 00:00:00,credit card holder,629,9217.55,Exit,Female,Germany,3,7
15603481,Robinson,55,0,2016-03-17 00:00:00,credit card holder,689,58442.25,Retain,Female,Spain,2,7
15807335,Spencer,64,116954.32,2016-03-17 00:00:00,credit card holder,676,91149.48,Retain,Female,Spain,1,7
15810218,Sun,29,0,2016-03-17 00:00:00,non credit card holder,610,83912.24,Retain,Male,Spain,3,7
15695168,Bruce,39,0,2016-03-18 00:00:00,credit card holder,625,100403.05,Retain,Male,France,2,7
15662494,Goliwe,43,138150.57,2016-03-18 00:00:00,credit card holder,773,177357.16,Retain,Male,Spain,1,7
15636353,Buchi,35,0,2016-03-18 00:00:00,non credit card holder,534,9541.15,Retain,Male,Spain,2,7
15670615,Castiglione,37,0,2016-03-19 00:00:00,credit card holder,652,68789.93,Retain,Male,Spain,2,7
15688074,Gregory,31,125013.72,2016-03-19 00:00:00,credit card holder,802,187658.09,Retain,Male,Germany,1,7
15613014,Hs?,29,107233.85,2016-03-19 00:00:00,credit card holder,722,24924.92,Retain,Male,Germany,2,7
15713559,Onyemauchechukwu,32,146602.25,2016-03-19 00:00:00,credit card holder,473,72946.95,Retain,Female,Germany,2,7
15734987,Robertson,43,140260.36,2016-03-19 00:00:00,credit card holder,658,2748.72,Retain,Female,France,2,7
15758306,T'an,32,0,2016-03-19 00:00:00,credit card holder,654,137898.57,Retain,Male,France,2,7
15698285,Ting,41,101457.14,2016-03-19 00:00:00,credit card holder,676,79101.67,Retain,Female,France,1,7
15700460,Allnutt,55,120905.03,2016-03-19 00:00:00,non credit card holder,530,123475.88,Exit,Female,France,1,7
15611848,Kwemtochukwu,32,137714.25,2016-03-19 00:00:00,non credit card holder,850,159403.68,Retain,Male,Germany,1,7
15802362,Newland,45,0,2016-03-19 00:00:00,non credit card holder,550,70399.71,Retain,Male,Spain,2,7
15644446,Norton,28,0,2016-03-19 00:00:00,non credit card holder,672,8814.69,Retain,Female,France,1,7
15694510,Ifeanyichukwu,45,129855.32,2016-03-20 00:00:00,non credit card holder,725,24218.65,Retain,Male,France,1,7
15629133,Black,27,0,2016-03-21 00:00:00,credit card holder,579,126838.7,Retain,Female,France,2,7
15805413,Chiang,31,117852.26,2016-03-21 00:00:00,credit card holder,769,147668.64,Retain,Female,France,2,7
15742126,Chiu,38,132767.66,2016-03-21 00:00:00,credit card holder,712,59115.77,Retain,Male,Germany,2,7
15699523,Chu,55,126817.65,2016-03-21 00:00:00,credit card holder,499,123269.71,Retain,Female,Germany,2,7
15801247,Fan,39,105317.73,2016-03-21 00:00:00,credit card holder,605,138021.36,Retain,Male,Spain,2,7
15674551,Fitch,40,111756.5,2016-03-21 00:00:00,credit card holder,535,8128.32,Exit,Male,Germany,1,7
15774854,Fuller,54,0,2016-03-21 00:00:00,credit card holder,592,28737.71,Exit,Male,France,1,7
15605698,Harrison,58,0,2016-03-21 00:00:00,credit card holder,746,80344.96,Exit,Male,France,3,7
15809837,Kent,66,135392.31,2016-03-21 00:00:00,credit card holder,430,172852.06,Exit,Female,Germany,2,7
15770101,Millar,43,112088.04,2016-03-21 00:00:00,credit card holder,766,36706.56,Retain,Male,Germany,2,7
15611331,Niu,46,0,2016-03-21 00:00:00,credit card holder,511,115779.48,Exit,Female,France,1,7
15594928,Pagnotto,38,129055.13,2016-03-21 00:00:00,credit card holder,798,157147.59,Retain,Female,Germany,1,7
15597033,Speight,37,153366.13,2016-03-21 00:00:00,credit card holder,708,26912.34,Retain,Male,Germany,1,7
15672574,Uspenskaya,32,0,2016-03-21 00:00:00,credit card holder,850,3830.59,Retain,Female,Spain,1,7
15669011,Bocharova,44,23503.31,2016-03-21 00:00:00,non credit card holder,659,169862.01,Exit,Female,France,1,7
15612207,Hill,51,87779.83,2016-03-21 00:00:00,non credit card holder,840,36687.11,Exit,Female,Germany,1,7
15755521,Ma,48,90044.32,2016-03-21 00:00:00,non credit card holder,660,187604.97,Exit,Female,France,2,7
15593773,Olejuru,35,0,2016-03-21 00:00:00,non credit card holder,784,81483.64,Retain,Male,Spain,2,7
15803716,West,28,0,2016-03-21 00:00:00,non credit card holder,706,181543.67,Retain,Male,Spain,2,7
15588019,Li Fonti,28,98738.92,2016-03-22 00:00:00,credit card holder,418,122190.22,Retain,Male,France,1,7
15809663,Donaldson,27,125406.58,2016-03-23 00:00:00,credit card holder,583,110784.42,Retain,Female,France,1,7
15634602,Hargrave,42,0,2016-03-23 00:00:00,credit card holder,619,101348.88,Exit,Female,France,1,7
15700424,Hsiao,35,0,2016-03-23 00:00:00,credit card holder,461,54209.02,Retain,Female,France,1,7
15726046,Johnston,27,133009.51,2016-03-23 00:00:00,credit card holder,712,126809.15,Retain,Female,France,1,7
15795690,Shao,31,99513.91,2016-03-23 00:00:00,credit card holder,667,189657.26,Retain,Male,France,1,7
15790564,She,40,107648.94,2016-03-23 00:00:00,credit card holder,832,134638.97,Retain,Female,Germany,2,7
15663942,Hsiung,38,0,2016-03-23 00:00:00,non credit card holder,639,93716.38,Retain,Female,France,2,7
15615254,Clark,40,43028.77,2016-03-24 00:00:00,credit card holder,555,170514.21,Retain,Male,France,1,7
15587507,Feng,47,0,2016-03-24 00:00:00,credit card holder,850,187391.02,Exit,Male,France,1,7
15706036,Lombardo,38,132271.12,2016-03-24 00:00:00,credit card holder,552,46562.02,Retain,Male,Germany,2,7
15678910,Ts'ai,30,141441.75,2016-03-24 00:00:00,credit card holder,680,16278.97,Retain,Female,France,1,7
15674343,Esposito,44,78128.13,2016-03-24 00:00:00,non credit card holder,597,109153.04,Retain,Male,France,2,7
15573520,Rhodes,49,110540.43,2016-03-24 00:00:00,non credit card holder,692,107472.99,Retain,Male,Germany,2,7
15664227,Threatt,28,53053.76,2016-03-24 00:00:00,non credit card holder,506,24577.34,Retain,Male,Germany,1,7
15630910,Treacy,49,108007.36,2016-03-24 00:00:00,non credit card holder,800,47125.11,Retain,Female,France,1,7
15600626,Bradley,30,0,2016-03-25 00:00:00,credit card holder,710,8991.17,Retain,Male,France,2,7
15622182,Daniels,28,153538.13,2016-03-25 00:00:00,credit card holder,628,110776.01,Retain,Female,Germany,2,7
15711521,Egobudike,39,121778.71,2016-03-25 00:00:00,credit card holder,609,138399.67,Retain,Male,France,1,7
15728006,Endrizzi,40,180516.9,2016-03-25 00:00:00,credit card holder,524,180002.42,Retain,Male,France,1,7
15766826,North,26,146266,2016-03-25 00:00:00,credit card holder,824,21903.62,Exit,Male,France,1,7
15771573,Okagbue,39,137843.8,2016-03-25 00:00:00,credit card holder,637,117622.8,Exit,Female,Germany,1,7
15569595,Walker,50,0,2016-03-25 00:00:00,credit card holder,678,8199.5,Retain,Female,France,1,7
15793196,Kelly,41,0,2016-03-25 00:00:00,non credit card holder,759,190294.12,Retain,Male,France,2,7
15738588,Nebechi,37,133200.09,2016-03-25 00:00:00,non credit card holder,660,71433.88,Retain,Female,Germany,1,7
15746035,Pagnotto,25,74237.2,2016-03-25 00:00:00,non credit card holder,450,195463.35,Retain,Male,Spain,2,7
